near_term,long_term,end_hora,use_body,body_pct,sl_atr_mult,tp_rr,trades,wr,pf,pnl,max_dd,max_dd_pct,growth_pct,calmar,score
3,35,10:00,True,60,2.0,1.5,549,40.07,1.0339,4446.21,17388.89,34.7778,8.89,0.2557,0.469524
5,50,10:00,True,60,2.0,2.0,526,34.22,1.0518,7157.52,18539.63,37.0793,14.32,0.3861,0.469493
5,35,11:00,True,60,1.5,2.5,999,28.53,1.0457,10126.55,16924.36,33.8487,20.25,0.5983,0.468353
5,35,10:30,True,60,1.0,2.5,951,29.34,1.0554,9690.47,19051.89,38.1038,19.38,0.5086,0.467762
3,35,10:00,True,70,1.5,1.5,444,39.86,1.0385,3189.56,15882.45,31.7649,6.38,0.2008,0.467269
3,50,11:00,False,0,2.0,2.5,1074,28.31,1.0399,12163.29,21357.85,42.7157,24.33,0.5695,0.466994
2,35,10:00,False,0,1.5,1.5,851,40.31,1.0188,3002.03,12908.17,25.8163,6.0,0.2326,0.466674
2,20,10:00,True,70,2.0,2.0,439,34.4,1.044,5081.77,13884.5,27.769,10.16,0.366,0.466226
5,20,11:30,False,0,2.0,2.5,1472,27.72,1.0345,13687.7,23728.72,47.4574,27.38,0.5768,0.466208
2,75,10:00,False,0,1.5,1.5,698,40.26,1.0237,3082.91,14182.31,28.3646,6.17,0.2174,0.466128
5,35,10:00,False,0,1.5,2.5,936,29.38,1.0416,8687.91,15198.07,30.3961,17.38,0.5716,0.465759
3,50,10:30,True,70,1.0,2.0,693,33.91,1.0479,5820.58,16000.75,32.0015,11.64,0.3638,0.465613
2,35,10:00,False,0,1.5,2.0,834,34.05,1.028,4890.28,10558.5,21.117,9.78,0.4632,0.465293
3,35,10:00,True,60,1.5,2.5,542,28.97,1.0649,7838.14,16835.27,33.6705,15.68,0.4656,0.465148
3,20,11:00,True,60,1.5,2.5,1045,28.13,1.0388,9138.39,14399.82,28.7996,18.28,0.6346,0.464883
5,50,10:00,False,0,1.5,1.5,923,40.41,1.0256,4367.08,18991.74,37.9835,8.73,0.2299,0.464051
5,50,10:00,False,0,2.0,1.5,874,40.27,1.0168,3516.01,15165.14,30.3303,7.03,0.2318,0.463953
5,20,10:30,False,0,1.0,2.5,1525,28.39,1.0322,8904.62,13562.38,27.1248,17.81,0.6566,0.463842
5,35,10:00,True,70,1.5,2.0,471,33.76,1.0516,4978.9,15420.92,30.8418,9.96,0.3229,0.463396
2,50,11:00,True,60,2.0,2.5,737,28.49,1.0529,11105.0,23384.31,46.7686,22.21,0.4749,0.462761
5,50,10:30,False,0,1.5,2.5,1183,28.91,1.0332,8845.0,14989.32,29.9786,17.69,0.5901,0.462582
5,50,10:00,True,70,1.5,2.0,436,33.72,1.0526,4643.84,15149.63,30.2993,9.29,0.3065,0.462481
3,20,10:30,False,0,1.0,2.5,1435,28.29,1.0309,8154.31,12171.31,24.3426,16.31,0.67,0.462116
3,20,10:30,True,70,1.5,2.0,822,33.09,1.0392,6876.96,17679.61,35.3592,13.75,0.389,0.462027
2,35,10:00,True,60,2.0,2.0,475,33.89,1.043,5454.61,16025.97,32.0519,10.91,0.3404,0.461949
3,20,10:00,True,70,2.0,1.5,499,40.28,1.0303,3588.47,18954.39,37.9088,7.18,0.1893,0.461483
2,50,10:00,False,0,1.5,1.5,787,40.28,1.0207,3049.14,15959.33,31.9187,6.1,0.1911,0.461425
3,20,10:30,True,70,1.5,1.5,841,39.36,1.023,3733.38,17054.9,34.1098,7.47,0.2189,0.460684
5,50,10:30,True,70,1.0,2.5,734,29.02,1.0591,8013.09,18592.61,37.1852,16.03,0.431,0.460607
3,50,10:00,True,60,1.5,1.5,520,40.0,1.0351,3400.58,19396.46,38.7929,6.8,0.1753,0.460508
2,75,11:00,False,0,2.0,2.5,925,28.22,1.0435,11402.75,23449.22,46.8984,22.81,0.4863,0.459981
3,75,10:30,True,70,2.0,2.5,549,30.05,1.0637,10190.89,26807.32,53.6146,20.38,0.3802,0.459811
2,20,10:00,True,60,1.5,2.0,576,33.33,1.036,4433.37,12506.67,25.0133,8.87,0.3545,0.459764
2,75,10:30,True,60,2.0,2.5,594,29.46,1.0577,10110.03,24816.09,49.6322,20.22,0.4074,0.459487
3,50,10:30,True,70,1.5,1.5,681,39.35,1.029,3774.21,19172.24,38.3445,7.55,0.1969,0.458748
5,35,10:30,True,70,1.0,2.5,790,28.99,1.0518,7646.08,17328.24,34.6565,15.29,0.4412,0.458656
5,35,10:30,False,0,2.0,2.0,1174,33.65,1.0272,8676.93,22658.27,45.3165,17.35,0.3829,0.458516
2,50,10:00,True,70,1.5,2.5,357,28.57,1.0579,4571.6,10179.93,20.3599,9.14,0.4491,0.458471
3,20,10:00,True,60,1.5,2.0,631,33.12,1.037,4927.27,14289.29,28.5786,9.85,0.3448,0.458369
3,35,10:00,True,60,1.5,1.5,563,39.79,1.0287,3045.78,18365.69,36.7314,6.09,0.1658,0.457894
2,20,10:30,True,60,1.0,2.5,905,28.51,1.038,6667.3,12145.04,24.2901,13.33,0.549,0.45788
3,50,10:00,True,60,2.0,1.5,508,39.96,1.0283,3426.72,19550.99,39.102,6.85,0.1753,0.457824
3,35,10:00,True,70,1.5,2.0,441,33.33,1.0465,4242.21,15100.97,30.2019,8.48,0.2809,0.457295
5,50,11:00,True,60,1.5,2.5,934,28.27,1.0452,9264.8,19908.68,39.8174,18.53,0.4654,0.457134
3,35,10:30,True,60,1.5,1.5,887,39.23,1.0191,3273.83,16941.83,33.8837,6.55,0.1932,0.456881
5,35,10:00,True,70,2.0,2.0,453,34.0,1.0394,4653.95,16223.25,32.4465,9.31,0.2869,0.456611
3,20,10:30,True,60,1.0,2.0,1026,33.24,1.0261,4749.09,13179.09,26.3582,9.5,0.3604,0.456239
5,50,10:00,True,70,2.0,1.5,433,40.42,1.0271,2749.78,19205.28,38.4106,5.5,0.1432,0.45607
2,35,10:30,False,0,1.5,2.5,1093,29.0,1.0296,7432.63,14384.42,28.7688,14.87,0.5167,0.45578
2,50,10:30,False,0,1.5,2.5,1021,28.89,1.0309,7187.59,13915.63,27.8313,14.38,0.5165,0.455589
3,50,10:30,True,70,1.5,2.0,673,32.84,1.0407,5790.58,18074.88,36.1498,11.58,0.3204,0.455546
2,50,10:30,True,60,1.5,2.5,716,28.63,1.0458,7550.0,17393.08,34.7862,15.1,0.4341,0.454894
3,50,10:30,True,60,1.5,1.5,825,39.27,1.0218,3432.4,18853.39,37.7068,6.86,0.1821,0.454887
3,50,10:00,True,70,1.0,1.5,415,41.69,1.0158,1000.73,15546.9,31.0938,2.0,0.0644,0.454488
2,35,11:00,False,0,2.0,2.5,1070,28.22,1.0337,10251.63,21898.01,43.796,20.5,0.4682,0.453919
5,35,11:00,False,0,2.0,2.5,1197,28.24,1.0304,10361.35,21704.48,43.409,20.72,0.4774,0.45376
5,75,10:30,True,60,1.5,2.5,753,28.42,1.0445,7546.82,17616.57,35.2331,15.09,0.4284,0.453321
3,75,10:00,False,0,1.5,2.5,736,28.94,1.0337,5518.96,11480.22,22.9604,11.04,0.4807,0.453265
3,20,10:00,True,70,1.5,1.5,507,39.64,1.0193,1843.28,15890.92,31.7818,3.69,0.116,0.453134
3,50,10:00,False,0,1.5,2.5,827,29.26,1.0317,5820.46,12435.24,24.8705,11.64,0.4681,0.453097
2,20,10:00,True,60,1.5,1.5,581,39.59,1.0154,1725.15,14838.54,29.6771,3.45,0.1163,0.453087
5,35,10:30,True,60,2.0,1.5,889,39.71,1.0161,3551.74,20109.28,40.2186,7.1,0.1766,0.452315
5,50,11:30,True,60,2.0,2.5,957,27.9,1.044,11329.58,26721.99,53.444,22.66,0.424,0.452295
5,50,10:30,True,60,1.0,2.5,887,29.2,1.0489,7831.84,21354.76,42.7095,15.66,0.3667,0.451154
3,35,10:00,True,70,1.0,1.5,449,41.2,1.009,631.57,14798.37,29.5967,1.26,0.0427,0.450318
5,75,10:00,False,0,1.5,2.5,784,28.95,1.0312,5412.52,12461.75,24.9235,10.83,0.4343,0.449905
2,20,10:00,False,0,1.0,2.0,986,34.28,1.0162,2845.58,11610.78,23.2216,5.69,0.2451,0.449511
5,75,11:00,True,70,2.0,2.5,650,28.92,1.0533,9774.21,27504.01,55.008,19.55,0.3554,0.449293
5,20,11:00,True,70,1.5,2.5,946,28.54,1.0382,8068.45,20120.12,40.2402,16.14,0.401,0.449113
3,20,10:00,False,0,1.0,2.5,1039,28.97,1.0298,5594.85,13328.88,26.6578,11.19,0.4198,0.448667
5,35,10:00,True,60,2.0,1.5,584,40.07,1.0195,2731.5,21014.6,42.0292,5.46,0.13,0.448649
5,20,11:00,True,60,1.5,2.0,1164,32.47,1.02,4848.68,15118.54,30.2371,9.7,0.3207,0.448441
5,35,10:00,True,70,1.0,1.5,481,41.16,1.0087,645.28,15928.45,31.8569,1.29,0.0405,0.447902
5,75,10:30,True,60,1.5,1.5,789,39.04,1.0214,3199.25,21425.55,42.8511,6.4,0.1493,0.447735
5,20,10:00,False,0,1.5,2.0,1082,33.64,1.0158,3563.55,13478.21,26.9564,7.13,0.2644,0.447304
3,35,10:30,True,70,1.5,2.0,724,32.73,1.0313,4845.04,18128.73,36.2575,9.69,0.2673,0.447112
5,20,10:00,True,70,2.0,2.0,514,34.05,1.0332,4468.92,19703.96,39.4079,8.94,0.2268,0.446689
2,75,10:30,False,0,1.5,2.5,921,28.56,1.0301,6306.85,15706.83,31.4137,12.61,0.4015,0.446316
2,50,10:00,True,70,1.0,1.5,371,41.24,1.002,116.06,14365.72,28.7314,0.23,0.0081,0.446265
3,35,10:00,False,0,1.5,2.5,881,29.06,1.0271,5344.19,13634.35,27.2687,10.69,0.392,0.446112
5,20,10:00,True,60,1.0,2.5,676,29.14,1.0384,4782.28,14374.71,28.7494,9.56,0.3327,0.44604
2,50,10:00,False,0,1.5,2.0,774,33.59,1.0138,2230.53,10379.86,20.7597,4.46,0.2149,0.446
2,75,10:00,True,60,2.0,2.5,383,28.72,1.037,4060.88,11816.38,23.6328,8.12,0.3437,0.44578
5,75,10:00,True,70,2.0,2.5,365,29.59,1.0461,4646.43,16197.11,32.3942,9.29,0.2869,0.445736
5,20,10:00,True,70,2.0,1.5,530,40.38,1.0171,2157.94,21560.39,43.1208,4.32,0.1001,0.444798
5,20,10:30,False,0,1.5,1.5,1529,39.31,1.013,3762.23,23282.83,46.5657,7.52,0.1616,0.444707
3,35,10:30,True,60,1.5,2.0,870,32.64,1.02,3727.55,14554.81,29.1096,7.46,0.2561,0.444465
5,75,10:00,False,0,1.5,1.5,821,39.95,1.0105,1599.05,18699.56,37.3991,3.2,0.0855,0.444142
2,35,10:00,True,70,1.5,2.5,386,28.5,1.0403,3498.83,11619.21,23.2384,7.0,0.3011,0.443869
2,50,10:00,True,60,1.5,2.5,450,28.67,1.0436,4418.58,14802.91,29.6058,8.84,0.2985,0.443763
3,35,10:30,True,60,2.0,1.5,837,39.19,1.0068,1410.11,16611.07,33.2221,2.82,0.0849,0.443757
2,20,11:00,False,0,2.0,2.0,1272,33.02,1.0215,7232.22,24700.11,49.4002,14.46,0.2928,0.443357
3,35,10:30,True,70,1.0,2.0,749,33.51,1.0265,3529.45,17077.15,34.1543,7.06,0.2067,0.443299
5,75,10:00,True,60,1.5,1.5,487,39.63,1.0129,1164.49,18022.03,36.0441,2.33,0.0646,0.44317
3,75,11:00,True,60,2.0,2.5,716,28.21,1.0435,8912.86,25633.57,51.2671,17.83,0.3477,0.443163
5,35,11:00,True,70,1.5,2.5,833,28.09,1.0376,6963.2,19756.7,39.5134,13.93,0.3524,0.442725
2,35,10:00,True,70,2.0,2.0,381,33.86,1.0244,2459.43,14887.3,29.7746,4.92,0.1652,0.442634
3,35,10:00,False,0,1.5,1.5,932,39.81,1.0057,1004.26,16912.86,33.8257,2.01,0.0594,0.442626
5,35,10:30,True,70,1.0,1.5,814,39.8,1.0047,601.47,16014.64,32.0293,1.2,0.0376,0.442024
5,50,10:00,True,70,2.0,2.0,421,33.73,1.0269,2940.09,16710.21,33.4204,5.88,0.1759,0.441889
5,75,11:00,False,0,2.0,2.5,1047,27.7,1.028,8338.79,21982.75,43.9655,16.68,0.3793,0.440621
2,20,10:30,True,60,1.5,2.0,898,32.85,1.0148,2894.69,13880.31,27.7606,5.79,0.2085,0.440453
3,35,10:30,True,70,1.5,1.5,734,38.96,1.0102,1453.48,18677.31,37.3546,2.91,0.0778,0.440383
2,75,10:00,True,70,2.0,2.5,307,29.32,1.0332,2856.04,11775.73,23.5515,5.71,0.2425,0.440281
2,50,10:00,True,60,2.0,2.0,441,33.56,1.022,2602.92,15961.49,31.923,5.21,0.1631,0.439467
5,50,10:30,False,0,2.0,2.0,1108,33.48,1.0189,5706.1,23088.74,46.1775,11.41,0.2471,0.439426
5,75,10:30,False,0,2.0,2.0,1017,33.24,1.0226,6269.91,24793.53,49.5871,12.54,0.2529,0.439387
3,35,10:30,True,70,2.0,2.0,672,33.63,1.0236,4386.38,20871.9,41.7438,8.77,0.2102,0.439355
5,20,10:30,True,60,1.0,1.5,1116,39.52,1.0046,798.16,17573.51,35.147,1.6,0.0454,0.438996
2,50,10:00,True,70,2.0,2.0,353,33.71,1.0174,1614.53,13234.45,26.4689,3.23,0.122,0.438821
2,35,10:30,True,60,1.5,2.5,768,28.52,1.0301,5383.46,17237.87,34.4757,10.77,0.3123,0.438539
3,20,10:30,True,70,1.0,1.5,863,39.51,0.9998,-25.07,15027.01,30.054,-0.05,-0.0017,0.438297
5,20,12:00,True,60,2.0,2.5,1304,26.69,1.0305,10191.92,26756.31,53.5126,20.38,0.3809,0.438199
3,20,11:30,False,0,2.0,2.5,1418,27.43,1.0247,9448.44,25502.34,51.0047,18.9,0.3705,0.437177
5,50,10:30,True,70,1.0,1.5,754,39.92,1.0018,208.46,17169.86,34.3397,0.42,0.0121,0.437085
2,20,10:00,True,60,1.0,2.5,571,28.55,1.0225,2491.78,9514.46,19.0289,4.98,0.2619,0.436958
5,20,11:00,True,60,1.5,1.5,1212,38.53,1.0118,2663.08,23074.16,46.1483,5.33,0.1154,0.436891
5,20,11:00,True,60,1.0,2.5,1200,27.67,1.025,5341.48,16014.27,32.0285,10.68,0.3335,0.436415
5,50,10:00,True,70,1.0,1.5,446,41.26,0.9951,-331.04,17039.21,34.0784,-0.66,-0.0194,0.436334
5,75,10:30,True,70,1.5,1.5,648,38.89,1.0151,1860.05,22566.61,45.1332,3.72,0.0824,0.436126
3,50,10:30,True,70,1.0,1.5,697,39.89,0.9987,-138.08,16468.52,32.937,-0.28,-0.0084,0.435589
3,20,11:30,True,70,2.0,2.5,931,27.93,1.0349,8805.44,27239.79,54.4796,17.61,0.3233,0.43556
3,50,10:30,True,70,1.0,2.5,683,28.55,1.0368,4680.31,18245.05,36.4901,9.36,0.2565,0.435445
5,50,11:00,True,70,1.5,2.5,777,27.8,1.0368,6278.33,21936.71,43.8734,12.56,0.2862,0.433798
2,35,10:00,True,60,1.5,2.5,486,28.6,1.0315,3474.18,15526.64,31.0533,6.95,0.2238,0.433131
3,20,10:00,True,60,1.0,2.5,631,28.68,1.0262,3090.71,13790.15,27.5803,6.18,0.2241,0.433083
5,20,10:30,True,70,1.0,1.5,929,39.5,0.9974,-383.43,16380.39,32.7608,-0.77,-0.0234,0.432917
3,20,10:30,False,0,1.5,2.0,1381,32.8,1.0107,3146.25,17503.54,35.0071,6.29,0.1797,0.432893
3,35,10:30,False,0,1.5,2.5,1186,28.41,1.0151,4088.75,14240.5,28.481,8.18,0.2871,0.432495
2,50,10:30,True,60,2.0,2.0,684,33.63,1.0187,3566.29,21379.12,42.7582,7.13,0.1668,0.432485
2,20,10:00,True,70,1.5,2.0,456,33.11,1.0148,1428.51,14626.51,29.253,2.86,0.0977,0.432405
3,35,10:30,True,70,1.0,2.5,736,28.53,1.0307,4258.44,17849.04,35.6981,8.52,0.2386,0.431945
2,20,10:30,True,60,1.5,1.5,919,38.96,1.0015,268.34,18395.51,36.791,0.54,0.0146,0.431936
3,50,11:30,True,60,2.0,2.5,901,27.64,1.0301,7358.41,24273.65,48.5473,14.72,0.3031,0.431671
2,20,11:00,True,70,2.0,2.5,746,28.95,1.0346,7395.6,27187.65,54.3753,14.79,0.272,0.43156
5,50,10:30,True,60,1.0,2.0,906,33.55,1.0167,2580.81,18962.17,37.9243,5.16,0.1361,0.431484
3,35,10:30,True,60,1.0,2.5,890,28.65,1.0283,4677.75,18957.4,37.9148,9.36,0.2468,0.431326
3,50,10:00,False,0,1.5,1.5,868,39.86,1.0016,255.13,20123.03,40.2461,0.51,0.0127,0.431165
2,50,10:00,True,70,2.0,1.5,363,39.67,0.9991,-80.9,18694.67,37.3893,-0.16,-0.0043,0.430888
2,35,10:30,True,60,2.0,2.0,730,33.42,1.0157,3214.78,20544.74,41.0895,6.43,0.1565,0.430765
5,50,10:30,True,70,2.0,2.0,672,33.93,1.0259,4726.74,27015.98,54.032,9.45,0.175,0.430437
5,35,10:30,True,70,2.0,1.5,748,39.71,1.0069,1289.52,23809.17,47.6183,2.58,0.0542,0.430379
2,35,10:00,True,70,1.0,1.5,403,40.69,0.9788,-1381.76,13778.28,27.5566,-2.76,-0.1003,0.430187
3,20,11:00,True,60,2.0,2.0,990,32.63,1.0145,3852.33,21251.36,42.5027,7.7,0.1813,0.429698
3,50,10:30,True,60,2.0,1.5,780,39.23,1.003,580.51,21112.69,42.2254,1.16,0.0275,0.429417
5,35,10:30,True,60,1.0,2.0,973,33.5,1.013,2188.88,18311.25,36.6225,4.38,0.1195,0.429381
5,75,10:30,True,60,2.0,2.0,718,33.43,1.0227,4480.41,25810.97,51.6219,8.96,0.1736,0.429021
3,20,10:30,True,60,1.0,1.5,1039,39.08,0.9964,-585.67,17152.17,34.3043,-1.17,-0.0341,0.428751
3,50,10:30,True,60,1.5,2.0,811,32.43,1.0142,2451.98,17889.49,35.779,4.9,0.1371,0.42874
3,50,10:30,True,70,2.0,1.5,651,39.48,1.007,1126.56,23925.3,47.8506,2.25,0.0471,0.428657
5,50,10:30,True,70,2.0,1.5,698,39.68,1.008,1387.41,25108.25,50.2165,2.77,0.0553,0.428592
3,20,10:00,True,70,1.0,1.5,512,40.43,0.9822,-1446.56,14646.13,29.2923,-2.89,-0.0988,0.428517
2,50,10:00,True,70,1.5,2.0,365,32.6,1.0115,879.05,14342.39,28.6848,1.76,0.0613,0.427548
3,35,11:30,True,60,2.0,2.5,954,27.46,1.0247,6458.85,22900.36,45.8007,12.92,0.282,0.427545
2,50,10:00,True,70,1.5,1.5,368,38.86,0.9895,-735.7,16171.2,32.3424,-1.47,-0.0455,0.426866
5,35,10:00,True,60,1.5,2.0,595,33.11,1.0135,1680.77,17901.54,35.8031,3.36,0.0939,0.426651
5,35,11:00,True,60,2.0,2.0,942,32.8,1.0169,4241.01,24785.02,49.57,8.48,0.1711,0.425953
5,50,10:00,True,60,1.5,2.0,551,33.03,1.0126,1441.25,17450.22,34.9004,2.88,0.0826,0.425805
3,35,10:30,True,70,1.0,1.5,754,39.66,0.9884,-1407.81,16034.76,32.0695,-2.82,-0.0878,0.425782
2,20,10:30,False,0,1.5,1.5,1326,39.06,0.9982,-455.26,19325.33,38.6507,-0.91,-0.0236,0.425644
5,50,10:00,True,60,2.0,1.5,543,39.78,1.0016,210.58,22821.5,45.643,0.42,0.0092,0.42531
5,20,10:30,True,70,2.0,1.5,847,39.91,1.0045,939.66,25560.4,51.1208,1.88,0.0368,0.424862
3,20,10:30,True,70,2.0,1.5,793,39.47,1.0018,356.79,23005.46,46.0109,0.71,0.0155,0.424815
2,20,10:00,True,70,2.0,1.5,453,39.96,0.9929,-779.77,19459.29,38.9186,-1.56,-0.0401,0.424562
5,75,10:30,True,70,1.0,2.0,660,32.58,1.0125,1426.1,17419.1,34.8382,2.85,0.0819,0.42439
5,75,10:00,True,70,1.5,1.5,383,39.16,0.9881,-838.25,17511.78,35.0236,-1.68,-0.0479,0.424127
5,50,10:30,True,60,2.0,1.5,834,39.45,1.0034,712.39,24511.97,49.0239,1.42,0.0291,0.424088
2,35,10:30,True,70,2.0,2.5,598,29.43,1.0296,5285.82,25716.61,51.4332,10.57,0.2055,0.423658
5,75,10:30,True,60,1.5,2.0,776,32.09,1.0089,1469.27,17065.72,34.1314,2.94,0.0861,0.422606
2,50,10:30,True,70,1.0,2.0,627,32.7,1.003,338.78,15008.44,30.0169,0.68,0.0226,0.420818
3,20,11:00,True,70,1.5,2.5,889,27.78,1.0179,3582.58,18398.23,36.7965,7.17,0.1947,0.42074
2,35,10:00,True,60,2.0,1.5,494,39.27,0.9943,-692.41,21274.48,42.549,-1.38,-0.0325,0.419799
3,50,10:30,True,60,1.0,2.5,827,28.42,1.0231,3498.97,20760.09,41.5202,7.0,0.1685,0.419306
5,20,10:00,True,60,1.0,1.5,697,40.17,0.984,-1757.46,18446.21,36.8924,-3.51,-0.0953,0.419228
5,50,11:00,True,70,1.5,2.0,801,31.71,1.0112,1849.92,19611.8,39.2236,3.7,0.0943,0.41907
2,35,11:00,True,60,2.0,2.5,788,28.05,1.0247,5613.07,26117.43,52.2349,11.23,0.2149,0.41862
3,20,10:00,True,60,1.0,1.5,651,39.78,0.9794,-2143.0,17116.85,34.2337,-4.29,-0.1252,0.417201
5,20,10:30,False,0,1.5,2.0,1456,32.76,1.0044,1356.2,19800.33,39.6007,2.71,0.0685,0.416999
2,35,10:00,True,70,2.0,1.5,394,39.59,0.9841,-1517.5,19485.65,38.9713,-3.04,-0.0779,0.416675
3,50,10:30,True,70,2.0,2.0,630,33.49,1.0099,1723.82,23185.72,46.3714,3.45,0.0743,0.416198
5,75,10:30,False,0,1.5,2.5,1080,27.96,1.0105,2566.54,17210.66,34.4213,5.13,0.1491,0.415977
5,20,10:00,True,70,1.0,1.5,546,40.29,0.9734,-2279.25,17140.63,34.2813,-4.56,-0.133,0.415878
3,50,10:30,False,0,1.5,2.5,1114,28.37,1.0082,2074.97,16330.41,32.6608,4.15,0.1271,0.415677
5,35,11:00,True,60,1.5,2.0,1038,31.98,1.0005,116.98,15634.35,31.2687,0.23,0.0075,0.415459
5,20,11:00,True,70,2.0,2.0,905,33.26,1.0153,3692.31,29162.74,58.3255,7.38,0.1266,0.415272
5,20,10:00,False,0,1.0,2.5,1098,28.69,1.0064,1250.86,14869.68,29.7394,2.5,0.0841,0.414811
3,20,10:30,False,0,1.5,1.5,1444,38.85,0.9953,-1285.32,21857.79,43.7156,-2.57,-0.0588,0.414779
3,50,10:00,True,70,1.0,2.0,413,34.14,0.9919,-576.53,16102.12,32.2042,-1.15,-0.0358,0.414488
5,35,10:30,False,0,1.5,1.5,1364,38.86,0.995,-1309.41,21908.92,43.8178,-2.62,-0.0598,0.414443
2,50,10:30,True,70,1.0,1.5,631,38.99,0.9768,-2362.09,16661.8,33.3236,-4.72,-0.1418,0.413704
5,35,11:00,True,70,1.5,2.0,860,31.86,1.0046,832.38,18948.4,37.8968,1.66,0.0439,0.413467
3,75,10:00,True,70,1.0,1.5,358,39.66,0.9563,-2426.93,14053.9,28.1078,-4.85,-0.1727,0.413444
2,50,10:00,True,60,1.5,1.5,467,38.76,0.9814,-1669.26,19073.04,38.1461,-3.34,-0.0875,0.413278
3,75,10:00,False,0,1.5,1.5,770,39.35,0.9858,-2053.12,19881.49,39.763,-4.11,-0.1033,0.413044
5,35,10:00,False,0,1.5,2.0,966,33.13,0.9933,-1345.31,13674.29,27.3486,-2.69,-0.0984,0.412971
5,20,11:30,True,60,1.5,2.5,1294,27.13,1.0138,3796.75,21140.68,42.2814,7.59,0.1796,0.412916
5,75,10:00,False,0,1.5,2.0,808,32.8,0.9954,-764.44,15215.64,30.4313,-1.53,-0.0502,0.412542
3,35,10:30,False,0,2.0,2.0,1109,32.91,1.0044,1349.8,22278.75,44.5575,2.7,0.0606,0.412479
3,35,10:30,True,70,2.0,1.5,700,39.14,0.9935,-1143.1,23504.04,47.0081,-2.29,-0.0486,0.412431
5,20,11:00,False,0,1.5,2.5,1545,28.22,1.011,3850.14,22992.7,45.9854,7.7,0.1675,0.411791
2,20,10:30,True,60,2.0,1.5,867,39.33,0.9941,-1281.87,23889.76,47.7795,-2.56,-0.0537,0.411746
2,20,11:00,True,60,1.5,2.5,973,27.75,1.0085,1883.26,17124.14,34.2483,3.77,0.11,0.4114
3,20,10:00,True,70,1.0,2.5,503,28.63,1.0082,767.73,15765.29,31.5306,1.54,0.0487,0.411059
2,75,10:00,True,70,1.0,1.5,323,39.94,0.9468,-2732.68,13328.35,26.6567,-5.47,-0.205,0.410882
3,75,10:30,True,60,1.5,2.5,705,27.94,1.0148,2386.38,20168.36,40.3367,4.77,0.1183,0.41061
3,75,10:00,False,0,1.5,2.0,759,32.67,0.9932,-1072.77,14857.22,29.7144,-2.15,-0.0722,0.410574
3,35,11:00,False,0,2.0,2.5,1139,27.74,1.0121,3938.86,23417.23,46.8345,7.88,0.1682,0.410321
3,35,11:00,True,60,1.5,2.5,939,27.48,1.01,2110.41,18243.52,36.487,4.22,0.1157,0.410001
3,20,10:30,False,0,2.0,1.5,1311,39.21,0.9933,-2171.62,22420.06,44.8401,-4.34,-0.0969,0.409567
2,50,10:00,True,60,2.0,1.5,457,38.95,0.9859,-1579.24,22251.41,44.5028,-3.16,-0.071,0.409507
5,35,11:00,True,60,1.5,1.5,1066,38.27,0.992,-1588.41,22350.86,44.7017,-3.18,-0.0711,0.409395
3,50,10:30,True,60,1.0,2.0,844,32.82,0.9983,-244.72,18700.05,37.4001,-0.49,-0.0131,0.409248
2,50,11:00,True,70,2.0,2.5,624,28.37,1.0201,3610.87,25664.44,51.3289,7.22,0.1407,0.408871
3,50,10:00,True,60,1.5,2.0,515,32.43,0.9978,-233.92,18264.16,36.5283,-0.47,-0.0128,0.408824
5,75,10:30,True,70,1.5,2.0,641,31.83,1.0044,602.37,20635.86,41.2717,1.2,0.0292,0.408767
5,35,10:30,True,60,1.0,1.5,986,39.55,0.9793,-3198.01,18394.85,36.7897,-6.4,-0.1739,0.408638
2,20,10:00,True,70,1.0,1.5,463,39.74,0.9538,-3500.02,13730.56,27.4611,-7.0,-0.2549,0.408093
2,20,10:30,True,60,1.0,2.0,939,32.48,0.9905,-1608.13,14276.11,28.5522,-3.22,-0.1126,0.407538
5,50,10:00,False,0,1.5,2.0,904,33.08,0.9884,-2181.8,13414.1,26.8282,-4.36,-0.1626,0.407429
3,75,10:00,True,70,2.0,1.5,354,38.98,0.9755,-2071.8,20312.96,40.6259,-4.14,-0.102,0.407373
5,50,10:30,True,60,1.0,1.5,918,39.54,0.978,-3125.71,19202.94,38.4059,-6.25,-0.1628,0.406895
5,75,10:30,True,70,1.0,1.5,665,38.65,0.9749,-2591.89,18682.87,37.3657,-5.18,-0.1387,0.406828
3,75,11:00,False,0,2.0,2.5,991,27.45,1.0105,2983.85,22164.79,44.3296,5.97,0.1346,0.406613
5,50,11:00,True,70,1.5,1.5,815,37.91,0.9937,-962.23,25263.29,50.5266,-1.92,-0.0381,0.406186
3,75,10:30,False,0,2.0,2.0,956,32.85,1.0031,816.08,23902.11,47.8042,1.63,0.0341,0.405898
3,75,10:00,True,60,2.0,2.0,435,33.1,0.9938,-719.88,18831.3,37.6626,-1.44,-0.0382,0.405889
3,20,11:00,True,60,1.0,2.5,1120,27.05,1.005,1023.04,16106.86,32.2137,2.05,0.0635,0.405828
2,35,10:00,True,70,1.5,2.0,397,32.49,0.9862,-1166.79,15544.04,31.0881,-2.33,-0.0751,0.405737
3,35,11:00,True,70,1.5,2.5,780,27.18,1.0129,2254.45,21003.35,42.0067,4.51,0.1073,0.405312
3,75,10:30,True,70,1.0,2.0,611,32.08,0.9921,-847.14,17050.56,34.1011,-1.69,-0.0497,0.405125
